f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 14, 7, 7, 7, 7, 5, 5, 5, 5, 5, 6, 6, 6, 7, 4, 4, 4, 4, 4, 7, 7, 10, 10, 10, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 6, 6, 6, 6, 5, 5, 5];[15, 15, 15, 15, 15, 0, 0, 0, 10, 10, 0, 10, 0, 15, 15, 15, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 2, 2, 2, 3, 3, 2, 3, 2, 4, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.331199985493695;-13.40694;-13.418705450713713
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 8, 8, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 5, 5, 6, 6, 7, 7, 7, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 4, 4, 4, 4, 6, 6, 6, 6, 7];[15, 15, 15, 15, 0, 0, 10, 10, 0, 0, 0, 10, 15, 0, 0, 0, 10, 10, 10, 10, 10, 10, 15, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 2, 2, 3, 3, 2, 2, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.33343880031506;-13.40694;-13.420939426461578
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 8, 8, 8, 5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 5, 7, 7, 7, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 8, 8, 5, 5];[15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 10, 10, 10, 10, 0, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.336028899783264;-13.40694;-13.42274807708884
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 8, 8, 8, 5, 5, 5, 6, 6, 6, 5, 5, 5, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 7, 7, 7, 6, 6, 6, 5, 6, 6, 8, 8, 8, 8, 1, 1, 1, 0, 0, 0];[15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 10, 10, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.338891590891523;-13.40694;-13.424076440222192
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 8, 8, 8, 5, 5, 5, 7, 7, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 3, 3, 3, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 15, 0, 0, 0, 0, 0, 15, 15, 0, 0, 0, 0, 10, 10, 10, 15, 15, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.341939896088617;-13.40694;-13.424884142808809
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 9, 9, 9, 8, 8, 8, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 4, 4, 4, 6, 6, 6, 7, 7, 7, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 15, 0, 0, 0, 0, 0, 15, 15, 0, 0, 0, 0, 0, 0, 10, 10, 15, 15, 15, 15, 15, 15, 15, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1];57;10;1;9.345;9.345081195579922;-13.40694;-13.425146629201986
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 9, 9, 9, 8, 8, 8, 7, 7, 7, 4, 4, 4, 7, 7, 7, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 4, 4, 4, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 3, 3, 3, 5, 5, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0];[15, 15, 15, 15, 0, 0, 0, 0, 0, 15, 15, 0, 0, 0, 0, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.348220041359212;-13.40694;-13.424855908958172
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 9, 9, 9, 8, 8, 8, 6, 6, 6, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 6, 6, 6, 4, 4, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 6, 6, 6, 5, 5, 6, 5, 5, 5, 5, 6, 6, 6, 2, 5, 5, 0, 0, 0];[15, 15, 15, 15, 15, 15, 0, 15, 15, 15, 15, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 15, 15, 15, 10, 15, 10, 0, 0, 0, 0, 0, 10, 15, 15, 15, 10, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 4, 3, 4, 3, 1, 1, 1, 1, 1, 3, 4, 4, 4, 3, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.351261057490053;-13.40694;-13.42402080142164
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 9, 9, 9, 9, 9, 9, 9, 6, 6, 5, 6, 6, 6, 6, 8, 6, 6, 9, 9, 9, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8];[15, 15, 15, 15, 15, 15, 0, 15, 15, 15, 0, 10, 15, 10, 15, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 10, 10, 15, 15, 15, 15, 15, 10, 10, 15, 15, 15, 15, 15, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0];[4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 3, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.354111838497161;-13.40694;-13.422666669448603
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 9, 9, 8, 8, 9, 9, 9, 10, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 6, 6, 6, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 10, 10, 0, 0, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.356685757749354;-13.40694;-13.420834650156483
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 13, 8, 8, 8, 8, 10, 10, 10, 10, 10, 5, 5, 5, 4, 4, 6, 6, 4, 4, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6, 6, 6, 5, 5, 6, 6, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 4];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 10, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.358904600420392;-13.40694;-13.41858040590329
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 13, 13, 13, 8, 8, 8, 7, 7, 7, 7, 10, 10, 10, 6, 6, 6, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 9, 9, 9, 6, 6, 6, 6, 7, 8, 8];[15, 15, 15, 15, 15, 10, 15, 15, 15, 0, 0, 0, 15, 15, 15, 15, 15, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15, 15, 10, 10, 10, 15, 15, 15, 15, 15, 15, 15, 10, 10, 15, 15, 10, 10, 15, 10, 15, 15, 15, 15, 10, 10, 10, 15, 15, 15, 0, 15, 15, 15, 10, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 2, 2, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.360700940923744;-13.40694;-13.41597243333667
