f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 16, 16, 16, 16, 12, 12, 12, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 7, 7, 7, 11, 11, 11, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 12, 12, 12, 8, 8, 8, 8, 8, 8, 8, 7, 7, 6, 6, 6, 7, 7, 7, 5, 5, 5, 6, 6, 6, 7];[15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 10, 10, 10, 10, 0, 0, 0, 0, 0, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 10, 10, 10, 10, 0, 0, 0];[4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 3, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.34177910881475;-13.40694;-13.38902456824616
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 16, 16, 16, 12, 12, 12, 4, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 9, 9, 9, 8, 8, 8, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 9, 10, 10, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5];[15, 15, 15, 15, 15, 15, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 10, 0, 0, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 15, 10];[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 2, 2, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 3];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.338738220323364;-13.40694;-13.389859929258746
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 16, 16, 16, 12, 12, 12, 12, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 6, 6, 4, 4, 4, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 5, 8, 8, 8, 9, 9, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 12, 12, 12, 12, 6, 6];[15, 15, 15, 15, 15, 15, 10, 10, 10, 10, 0, 10, 10, 15, 10, 10, 10, 10, 10, 10, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 10, 10, 0];[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 2, 3, 3, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.335887596684044;-13.40694;-13.391214226577013
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 16, 16, 16, 16, 12, 12, 12, 12, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 8, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 8, 8, 8, 8, 6, 7, 7, 7, 5, 4];[15, 15, 15, 15, 15, 15, 15, 0, 10, 0, 0, 10, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 10, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 4, 4, 4, 2, 3, 2, 2, 3, 2, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.333313845547101;-13.40694;-13.393046303140457
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 16, 16, 16, 16, 16, 12, 11, 11, 11, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 4, 4, 4, 4, 4, 6, 6, 6, 7, 7, 8, 8, 8, 8, 7, 7, 9, 9, 9, 7, 6, 6, 6, 6, 6, 6, 6];[15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 10, 0, 0, 10, 15, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 3, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.331095161461604;-13.40694;-13.3953004896833
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 16, 16, 16, 16, 16, 13, 11, 11, 11, 16, 16, 16, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 10, 10, 10, 10, 10, 15, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 15];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.32929895088631;-13.40694;-13.397908296518603
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 16, 16, 16, 16, 13, 13, 13, 13, 13, 16, 13, 13, 13, 13, 13, 13, 13, 15, 8, 8, 9, 9, 9, 14, 14, 14, 14, 8, 8, 10, 10, 10, 10, 14, 14, 14, 10, 10, 10, 10, 10, 10, 11, 11, 6, 7, 7, 7, 7, 7, 7, 7, 10, 4, 4, 6, 6, 6, 11, 11, 11, 15, 7];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 15, 15, 0, 0, 0, 0, 0, 15, 0, 15, 0, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 15, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 10, 0];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 2, 2, 2, 2, 4, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.327979784936092;-13.40694;-13.400790494241512
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 14, 12, 12, 16, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 12, 12, 12, 11, 11, 15, 13, 13, 13, 9, 9, 9, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 9, 9, 8, 8, 8, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 5, 5, 6, 6, 6, 5, 5];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 15, 15, 15, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.327177741965942;-13.40694;-13.403859520170325
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 12, 12, 12, 10, 10, 10, 9, 9, 9, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 7, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 6, 8, 8, 8, 12, 12, 12, 12, 12, 12, 14, 14, 14];[15, 15, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.326917190269011;-13.40694;-13.40702213751632
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 14, 12, 12, 12, 10, 10, 10, 9, 9, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 7, 8, 8, 8, 9, 9, 9, 13, 13, 12, 13, 13, 13, 14, 14, 14, 13, 13, 13, 11, 11, 11, 8, 8, 8, 8, 5, 5, 5, 5];[15, 15, 0, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 2, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.327206047821528;-13.40694;-13.410182266650592
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 14, 12, 12, 7, 6, 6, 6, 5, 5, 5, 5, 5, 4, 7, 7, 7, 7, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 12, 12, 12, 11, 11, 11, 14, 14, 6, 5, 5, 5, 4, 4, 4, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 6, 6, 6, 4, 4, 4, 5, 5];[15, 15, 15, 15, 15, 15, 0, 0, 15, 0, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 15, 15, 15, 15, 10, 10, 15, 15, 10, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 2, 2, 4, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.328035541547962;-13.40694;-13.413243902643513
0.9;50;[0.0, 0.031, 0.062, 0.092, 0.123, 0.154, 0.185, 0.215, 0.246, 0.277, 0.308, 0.338, 0.369, 0.4, 0.431, 0.462, 0.492, 0.523, 0.554, 0.585, 0.615, 0.646, 0.677, 0.708, 0.738, 0.769, 0.8, 0.831, 0.862, 0.892, 0.923, 0.954, 0.985, 1.015, 1.046, 1.077, 1.108, 1.138, 1.169, 1.2, 1.231, 1.262, 1.292, 1.323, 1.354, 1.385, 1.415, 1.446, 1.477, 1.508, 1.538, 1.569, 1.6, 1.631, 1.662, 1.692, 1.723, 1.754, 1.785, 1.815, 1.846, 1.877, 1.908, 1.938, 1.969, 2.0];[13, 14, 14, 14, 7, 7, 7, 6, 6, 6, 5, 5, 5, 5, 4, 4, 7, 7, 7, 7, 7, 6, 4, 4, 4, 6, 6, 6, 10, 10, 10, 10, 10, 10, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5];[15, 15, 15, 15, 15, 15, 0, 0, 15, 10, 10, 10, 10, 0, 0, 0, 15, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 15, 15, 0, 0, 0, 0, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 0, 0, 10, 10, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 15];[4, 4, 4, 4, 4, 4, 2, 2, 4, 3, 3, 3, 3, 2, 2, 2, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 4, 2, 2, 2, 2, 3, 2, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.345;9.329380473439505;-13.40694;-13.416114030643413
