,tx_id,rx_id,link_id,distance_km,azimuth_deg,geometry
169,TX_0001,170,TX_0001_RX_0170,3.0,125.0,POINT (-13.38464090109092 9.329341318021019)
170,TX_0001,171,TX_0001_RX_0171,3.0,130.0,POINT (-13.386099811889316 9.327470620209757)
171,TX_0001,172,TX_0001_RX_0172,3.0,135.0,POINT (-13.38771730471235 9.32573332542598)
172,TX_0001,173,TX_0001_RX_0173,3.0,140.0,POINT (-13.389481069850032 9.324142653445463)
173,TX_0001,174,TX_0001_RX_0174,3.0,145.0,POINT (-13.391377685099304 9.322710708283257)
174,TX_0001,175,TX_0001_RX_0175,3.0,150.0,POINT (-13.393392717880873 9.321448386133975)
175,TX_0001,176,TX_0001_RX_0176,3.0,155.0,POINT (-13.395510835024677 9.320365292498623)
176,TX_0001,177,TX_0001_RX_0177,3.0,160.0,POINT (-13.397715919390192 9.319469669127054)
177,TX_0001,178,TX_0001_RX_0178,3.0,165.0,POINT (-13.399991192436229 9.31876833133069)
178,TX_0001,179,TX_0001_RX_0179,3.0,170.0,POINT (-13.402319341810227 9.318266616141534)
179,TX_0001,180,TX_0001_RX_0180,3.0,175.0,POINT (-13.40468265298914 9.317968341711131)
180,TX_0001,181,TX_0001_RX_0181,3.0,180.0,POINT (-13.407063143973618 9.317875778258088)
181,TX_0001,182,TX_0001_RX_0182,3.0,185.0,POINT (-13.40944270201407 9.317989630784975)
182,TX_0001,183,TX_0001_RX_0183,3.0,190.0,POINT (-13.411803221331912 9.31830903369642)
183,TX_0001,184,TX_0001_RX_0184,3.0,195.0,POINT (-13.414126740791676 9.318831557359799)
184,TX_0001,185,TX_0001_RX_0185,3.0,200.0,POINT (-13.416395580479954 9.319553226559432)
185,TX_0001,186,TX_0001_RX_0186,3.0,205.0,POINT (-13.418592476155194 9.320468550704932)
186,TX_0001,187,TX_0001_RX_0187,3.0,210.0,POINT (-13.420700710548262 9.321570565565176)
187,TX_0001,188,TX_0001_RX_0188,3.0,215.0,POINT (-13.422704240517264 9.322850886211837)
188,TX_0001,189,TX_0001_RX_0189,3.0,220.0,POINT (-13.424587819091064 9.324299770771297)
189,TX_0001,190,TX_0001_RX_0190,3.0,225.0,POINT (-13.426337111474371 9.325906194501654)
190,TX_0001,191,TX_0001_RX_0191,3.0,230.0,POINT (-13.427938804132541 9.327657933632901)
191,TX_0001,192,TX_0001_RX_0192,3.0,235.0,POINT (-13.429380706126253 9.32954165833424)
192,TX_0001,193,TX_0001_RX_0193,3.0,240.0,POINT (-13.43065184192456 9.331543034102808)
193,TX_0001,194,TX_0001_RX_0194,3.0,245.0,POINT (-13.43174253498898 9.33364683080398)
194,TX_0001,195,TX_0001_RX_0195,3.0,250.0,POINT (-13.432644481490922 9.335837038535061)
195,TX_0001,196,TX_0001_RX_0196,3.0,255.0,POINT (-13.43335081359924 9.338096989431948)
196,TX_0001,197,TX_0001_RX_0197,3.0,260.0,POINT (-13.433856151853524 9.340409484492907)
197,TX_0001,198,TX_0001_RX_0198,3.0,265.0,POINT (-13.434156646221435 9.342756924455188)
198,TX_0001,199,TX_0001_RX_0199,3.0,270.0,POINT (-13.434250005524056 9.345121443728948)
199,TX_0001,200,TX_0001_RX_0200,3.0,275.0,POINT (-13.434135515001618 9.347485046369444)
200,TX_0001,201,TX_0001_RX_0201,3.0,280.0,POINT (-13.433814041881973 9.349829743052547)
201,TX_0001,202,TX_0001_RX_0202,3.0,285.0,POINT (-13.433288028905583 9.352137688010654)
202,TX_0001,203,TX_0001_RX_0203,3.0,290.0,POINT (-13.432561475852445 9.354391314886131)
203,TX_0001,204,TX_0001_RX_0204,3.0,295.0,POINT (-13.431639909207986 9.356573470467177)
204,TX_0001,205,TX_0001_RX_0205,3.0,300.0,POINT (-13.430530340195517 9.35866754528706)
205,TX_0001,206,TX_0001_RX_0206,3.0,305.0,POINT (-13.42924121149177 9.360657600091107)
206,TX_0001,207,TX_0001_RX_0207,3.0,310.0,POINT (-13.427782333028778 9.36252848720724)
207,TX_0001,208,TX_0001_RX_0208,3.0,315.0,POINT (-13.4261648073689 9.36426596589439)
208,TX_0001,209,TX_0001_RX_0209,3.0,320.0,POINT (-13.424400945219851 9.365856810788975)
209,TX_0001,210,TX_0001_RX_0210,3.0,325.0,POINT (-13.42250417173232 9.367288912622051)
210,TX_0001,211,TX_0001_RX_0211,3.0,330.0,POINT (-13.420488924293595 9.368551370438624)
211,TX_0001,212,TX_0001_RX_0212,3.0,335.0,POINT (-13.418370542595973 9.369634574615503)
212,TX_0001,213,TX_0001_RX_0213,3.0,340.0,POINT (-13.416165151818317 9.370530280044095)
213,TX_0001,214,TX_0001_RX_0214,3.0,345.0,POINT (-13.413889539811992 9.371231668919696)
214,TX_0001,215,TX_0001_RX_0215,3.0,350.0,POINT (-13.4115610292287 9.371733402658306)
215,TX_0001,216,TX_0001_RX_0216,3.0,355.0,POINT (-13.409197345566657 9.37203166254475)
216,TX_0001,217,TX_0001_RX_0217,4.0,0.0,POINT (-13.406775226414291 9.381165562173466)
