f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 13, 13, 8, 8, 8, 8, 8, 8, 10, 10, 10, 8, 8, 8, 13, 13, 13, 15, 15, 15, 10, 10, 10, 12, 12, 12, 15, 15, 15, 16, 16, 16, 15, 15, 15, 17, 17, 17, 17, 17, 17, 15, 15, 15, 17, 17, 17, 15, 15, 15, 16, 16, 16, 15, 15, 15, 15, 15, 15, 14, 14, 14, 14, 14, 14, 12, 12, 12, 10, 10, 10, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 4, 4, 4, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 15, 15, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 15, 0, 0, 0, 0, 0, 15, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 2, 2, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.381165562173466;-13.40694;-13.406775226414291
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 13, 13, 8, 8, 16, 15, 15, 15, 12, 12, 12, 6, 6, 6, 13, 13, 13, 15, 15, 15, 15, 11, 11, 13, 13, 13, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 8, 8, 8, 8, 8, 11, 9, 9, 9, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 3, 3, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 1, 1, 2, 2, 2, 5, 5, 5];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 15, 15, 15, 15, 15, 15, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.380587599350912;-13.40694;-13.400454034100775
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 13, 15, 16, 16, 16, 15, 15, 15, 12, 12, 12, 7, 7, 7, 7, 8, 8, 8, 11, 7, 7, 10, 10, 10, 7, 7, 7, 7, 4, 4, 4, 5, 5, 5, 4, 4, 4, 6, 6, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 3, 3, 4, 4, 4, 4, 4, 6, 6, 6, 4, 5, 5, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 8, 8, 11, 11, 11, 11, 11, 11, 10, 10, 10, 10, 6, 6, 6, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 4, 4];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 15, 15, 0, 0, 0, 0, 10, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 0, 0, 0, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 10, 15, 0, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 15, 15, 10, 10, 10, 10, 10, 15, 15, 10, 10, 10, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 15, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 4, 4, 2, 2, 2, 2, 3, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 4, 2, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 4, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.378928228537413;-13.40694;-13.394330001007614
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 15, 15, 16, 16, 16, 16, 10, 10, 10, 12, 12, 12, 4, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 6, 6, 5, 4, 4, 4, 4, 5, 6, 6, 13, 13, 13, 13, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 3, 3, 3, 3, 5, 5, 5, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 7, 7, 7, 7, 9, 8, 8, 8, 6, 6, 6, 5, 5, 5, 5, 6, 6, 5, 3, 3, 3, 3, 5, 4, 4, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 3, 3, 3, 5, 5];[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 10, 15, 0, 0, 10, 10, 10, 10, 10, 15, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15, 10, 15, 15, 15, 15, 15, 10, 10, 10, 10, 10, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 2, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.376237892070504;-13.40694;-13.388589248738976
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 15, 15, 16, 16, 16, 10, 10, 10, 10, 5, 4, 4, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 4, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 4, 4, 4, 10, 10, 10, 10, 14, 6, 6, 6, 7, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 8, 7, 7, 7, 7, 8, 8, 8, 8, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 4, 4, 9, 9, 9, 9, 11, 11, 11, 11, 6, 6, 6, 6, 4, 4, 4, 4, 4];[15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 15, 15, 10, 15, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15, 15, 15, 15, 15, 10, 10, 10, 15, 15, 0, 15, 15, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 1, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.372598363078565;-13.40694;-13.383406237059724
0.9;50;[0.0, 0.03, 0.061, 0.091, 0.121, 0.152, 0.182, 0.212, 0.242, 0.273, 0.303, 0.333, 0.364, 0.394, 0.424, 0.455, 0.485, 0.515, 0.545, 0.576, 0.606, 0.636, 0.667, 0.697, 0.727, 0.758, 0.788, 0.818, 0.848, 0.879, 0.909, 0.939, 0.97, 1.0, 1.03, 1.061, 1.091, 1.121, 1.152, 1.182, 1.212, 1.242, 1.273, 1.303, 1.333, 1.364, 1.394, 1.424, 1.455, 1.485, 1.515, 1.545, 1.576, 1.606, 1.636, 1.667, 1.697, 1.727, 1.758, 1.788, 1.818, 1.848, 1.879, 1.909, 1.939, 1.97, 2.0, 2.03, 2.061, 2.091, 2.121, 2.152, 2.182, 2.212, 2.242, 2.273, 2.303, 2.333, 2.364, 2.394, 2.424, 2.455, 2.485, 2.515, 2.545, 2.576, 2.606, 2.636, 2.667, 2.697, 2.727, 2.758, 2.788, 2.818, 2.848, 2.879, 2.909, 2.939, 2.97, 3.0, 3.03, 3.061, 3.091, 3.121, 3.152, 3.182, 3.212, 3.242, 3.273, 3.303, 3.333, 3.364, 3.394, 3.424, 3.455, 3.485, 3.515, 3.545, 3.576, 3.606, 3.636, 3.667, 3.697, 3.727, 3.758, 3.788, 3.818, 3.848, 3.879, 3.909, 3.939, 3.97, 4.0];[13, 13, 15, 15, 15, 16, 10, 10, 10, 10, 5, 5, 5, 5, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 4, 4, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 7, 7, 10, 12, 12, 12, 10, 13, 13, 13, 10, 10, 12, 12, 10, 10, 10, 12, 7, 7, 7, 6, 6, 6, 6, 7, 8, 8, 8, 6, 6, 8, 8, 7, 7, 7, 9, 6, 6, 6, 6, 11, 11, 11, 11, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 8, 8, 8, 8, 8, 8, 6, 6, 6, 7, 8, 8, 8, 8, 7, 7, 7, 8, 8, 9, 9, 10, 10];[15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 15, 0, 0, 0, 0, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 10, 10, 15, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 0, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 15, 15, 15, 15, 15, 15];[4, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 4, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.345;9.368120257362136;-13.40694;-13.37893845940501
